id,token_address,timestamp,moralis_score,top10_holders_percent,experienced_buyers,experienced_sellers,holders_by_swap,holders_by_transfer,total_holders,category
191,EZKBLsiMX8HbjS31bzmRm97KqYN4ji8BqkG3jeL8bh2L,2026-01-23 18:50:51.472107,44,81.25,,,,,,
192,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 18:50:52.490310,51,43.94,,,,,,
193,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 18:50:53.084918,35,100.0,,,,,,
194,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 18:50:54.046263,51,35.26,,,,,,
195,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 18:50:54.699857,50,49.82,,,,,,
196,AbmuJjtksyLTcBF57EeMKBXqzTRZPGhTQEiaUFZbQsBT,2026-01-23 18:50:55.231837,45,84.16,,,,,,
197,9a59JPrcpPZ48mGtdFAiBAJQSgw2ZQpKxXySSTrvBAGS,2026-01-23 18:50:56.094244,43,43.97,,,,,,
198,5JQt2JWkmUPLYXsKPAyDwaFFdkT7XgDDzyu4q3cSbonk,2026-01-23 18:50:57.105332,42,44.18,,,,,,
199,EZKBLsiMX8HbjS31bzmRm97KqYN4ji8BqkG3jeL8bh2L,2026-01-23 18:51:54.367466,44,81.25,,,,,,
200,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 18:51:54.951850,51,43.94,,,,,,
201,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 18:51:55.537719,35,100.0,,,,,,
202,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 18:51:56.091849,51,35.26,,,,,,
203,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 18:51:56.631227,50,49.82,,,,,,
204,AbmuJjtksyLTcBF57EeMKBXqzTRZPGhTQEiaUFZbQsBT,2026-01-23 18:51:57.181961,45,83.8,,,,,,
205,9a59JPrcpPZ48mGtdFAiBAJQSgw2ZQpKxXySSTrvBAGS,2026-01-23 18:51:57.751474,43,43.97,,,,,,
206,5JQt2JWkmUPLYXsKPAyDwaFFdkT7XgDDzyu4q3cSbonk,2026-01-23 18:51:58.304780,42,44.18,,,,,,
207,EZKBLsiMX8HbjS31bzmRm97KqYN4ji8BqkG3jeL8bh2L,2026-01-23 18:52:53.541171,44,81.25,,,,,,
208,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 18:52:54.137536,51,43.94,,,,,,
209,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 18:52:54.843106,35,100.0,,,,,,
210,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 18:52:55.367790,51,35.26,,,,,,
211,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 18:52:55.997283,50,49.82,,,,,,
212,AbmuJjtksyLTcBF57EeMKBXqzTRZPGhTQEiaUFZbQsBT,2026-01-23 18:52:56.563297,45,83.8,,,,,,
213,9a59JPrcpPZ48mGtdFAiBAJQSgw2ZQpKxXySSTrvBAGS,2026-01-23 18:52:57.171769,43,43.97,,,,,,
214,5JQt2JWkmUPLYXsKPAyDwaFFdkT7XgDDzyu4q3cSbonk,2026-01-23 18:52:57.760028,42,44.18,,,,,,
215,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 18:52:58.351357,30,100.0,,,,,,
216,EZKBLsiMX8HbjS31bzmRm97KqYN4ji8BqkG3jeL8bh2L,2026-01-23 18:53:59.150389,44,81.25,,,,,,
217,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 18:53:59.730577,51,43.94,,,,,,
218,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 18:54:00.322611,35,100.0,,,,,,
219,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 18:54:00.890731,51,35.26,,,,,,
220,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 18:54:01.809284,50,49.82,,,,,,
221,9a59JPrcpPZ48mGtdFAiBAJQSgw2ZQpKxXySSTrvBAGS,2026-01-23 18:54:02.642399,43,43.97,,,,,,
222,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 18:54:03.184430,30,100.0,,,,,,
223,EZKBLsiMX8HbjS31bzmRm97KqYN4ji8BqkG3jeL8bh2L,2026-01-23 18:54:53.112587,44,84.88,,,,,,
224,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 18:54:53.800266,51,43.94,,,,,,
225,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 18:54:54.688377,35,100.0,,,,,,
226,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 18:54:55.618420,53,35.26,,,,,,
227,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 18:54:56.152844,50,49.82,,,,,,
228,9a59JPrcpPZ48mGtdFAiBAJQSgw2ZQpKxXySSTrvBAGS,2026-01-23 18:54:57.022290,43,43.97,,,,,,
229,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 18:54:57.587856,30,100.0,,,,,,
230,EZKBLsiMX8HbjS31bzmRm97KqYN4ji8BqkG3jeL8bh2L,2026-01-23 18:55:52.431226,44,84.88,,,,,,
231,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 18:55:53.142447,53,43.94,,,,,,
232,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 18:55:53.713737,35,100.0,,,,,,
233,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 18:55:54.323356,53,35.26,,,,,,
234,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 18:55:54.903824,50,49.82,,,,,,
235,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 18:55:55.454891,32,100.0,,,,,,
236,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 18:55:56.719987,31,87.31,,,,,,
237,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 18:56:53.636033,53,42.56,,,,,,
238,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 18:56:54.571639,35,100.0,,,,,,
239,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 18:56:55.204244,53,35.4,,,,,,
240,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 18:56:56.059826,49,51.47,,,,,,
241,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 18:56:56.880473,32,100.0,,,,,,
242,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 18:56:57.878087,31,87.31,,,,,,
243,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 18:57:51.986324,53,42.56,,,,,,
244,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 18:57:52.617387,35,100.0,,,,,,
245,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 18:57:53.599056,53,35.4,,,,,,
246,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 18:57:54.131012,49,51.47,,,,,,
247,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 18:57:54.705555,33,100.0,,,,,,
248,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 18:57:55.233177,31,87.31,,,,,,
249,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 18:58:54.642647,53,42.56,,,,,,
250,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 18:58:55.599797,35,100.0,,,,,,
251,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 18:58:56.131440,53,35.4,,,,,,
252,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 18:58:56.692907,49,51.47,,,,,,
253,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 18:58:57.260899,34,100.0,,,,,,
254,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 18:58:58.115167,36,70.96,,,,,,
255,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 18:58:58.962587,55,60.22,,,,,,
256,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 18:59:53.463406,53,42.56,,,,,,
257,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 18:59:54.008138,35,100.0,,,,,,
258,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 18:59:55.034962,53,35.4,,,,,,
259,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 18:59:55.590000,49,51.47,,,,,,
260,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 18:59:56.156445,34,100.0,,,,,,
261,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 18:59:56.733684,36,70.96,,,,,,
262,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 18:59:57.260476,55,60.22,,,,,,
263,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 19:00:51.451824,53,42.56,,,,,,
264,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 19:00:52.312338,35,100.0,,,,,,
265,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 19:00:52.911240,53,35.4,,,,,,
266,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 19:00:53.426613,49,51.47,,,,,,
267,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:00:53.964485,34,100.0,,,,,,
268,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 19:00:54.927661,37,70.96,,,,,,
269,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:00:56.299990,55,60.22,,,,,,
270,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:00:57.245668,27,94.24,,,,,,
271,AF6wEHUrXZbFWqP15tc7byaMwpQzCBXHq4oLAWyfpump,2026-01-23 19:01:54.991458,53,42.56,,,,,,
272,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 19:01:55.572377,35,100.0,,,,,,
273,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 19:01:56.479041,53,35.4,,,,,,
274,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 19:01:57.000464,49,51.47,,,,,,
275,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:01:57.553707,34,100.0,,,,,,
276,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 19:01:58.149602,37,70.96,,,,,,
277,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:01:58.663791,55,60.22,,,,,,
278,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:01:59.224827,27,94.24,,,,,,
279,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 19:02:56.876211,35,100.0,,,,,,
280,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 19:02:57.678027,53,35.47,,,,,,
281,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 19:02:58.219195,49,53.47,,,,,,
282,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:02:58.781989,34,100.0,,,,,,
283,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 19:02:59.739938,38,70.96,,,,,,
284,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:03:00.688490,55,60.22,,,,,,
285,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:03:01.691484,31,86.66,,,,,,
286,48fofMkuUyaDDRTLJKaLfNkRC8M9Hbgmr4VR6XkDpump,2026-01-23 19:03:51.866214,35,100.0,,,,,,
287,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 19:03:52.503623,53,35.47,,,,,,
288,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 19:03:53.179529,51,53.47,,,,,,
289,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:03:53.748519,34,100.0,,,,,,
290,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 19:03:54.329197,38,70.96,,,,,,
291,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:03:54.958064,55,60.22,,,,,,
292,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:03:55.566337,31,86.66,,,,,,
293,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 19:04:55.163325,53,35.47,,,,,,
294,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 19:04:55.755918,51,53.47,,,,,,
295,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:04:56.296978,34,100.0,,,,,,
296,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 19:04:57.256626,33,86.99,,,,,,
297,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:04:57.851636,55,60.22,,,,,,
298,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:04:58.705715,31,86.66,,,,,,
299,yEBQ3hxPcxUPXsdad9UiPTsxEzJBu2C2egtboGUpump,2026-01-23 19:05:58.062965,53,35.47,,,,,,
300,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 19:05:58.793626,51,53.47,,,,,,
301,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:05:59.670839,34,100.0,,,,,,
302,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 19:06:00.241980,33,86.99,,,,,,
303,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:06:00.767020,55,60.22,,,,,,
304,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:06:01.491286,32,86.66,,,,,,
305,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:06:02.496106,28,92.16,,,,,,
306,8HAMKMPCcY1EtqdbobVSCRHC3CtCBZmcWFZpFm1tmoon,2026-01-23 19:06:54.765516,51,53.47,,,,,,
307,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:06:55.800572,34,100.0,,,,,,
308,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 19:06:56.814489,33,86.99,,,,,,
309,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:06:58.144890,57,56.18,,,,,,
310,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:06:58.884678,32,86.66,,,,,,
311,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:06:59.996615,28,92.16,,,,,,
312,7qz9dRpacs9MV34aPQTCbnGZr8zKdA96u86BN1VPbonk,2026-01-23 19:07:00.667516,0,,,,,,,
313,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:07:53.016341,34,100.0,,,,,,
314,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 19:07:54.206909,33,86.99,,,,,,
315,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:07:55.228832,57,56.18,,,,,,
316,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:07:56.204224,32,86.66,,,,,,
317,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:07:56.762053,28,92.16,,,,,,
318,7qz9dRpacs9MV34aPQTCbnGZr8zKdA96u86BN1VPbonk,2026-01-23 19:07:57.345979,0,,,,,,,
319,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:08:53.756847,34,100.0,,,,,,
320,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 19:08:54.369513,33,86.99,,,,,,
321,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:08:55.687191,57,56.18,,,,,,
322,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:08:56.232050,32,85.87,,,,,,
323,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:08:57.057270,28,92.16,,,,,,
324,7qz9dRpacs9MV34aPQTCbnGZr8zKdA96u86BN1VPbonk,2026-01-23 19:08:57.964271,0,,,,,,,
325,4mPNcCy6xZXJmgQdWmUsKENdSUMpijco4ja9hfy5chud,2026-01-23 19:08:58.807134,46,28.85,,,,,,
326,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:09:55.658268,34,100.0,,,,,,
327,BGW766Z1dbJe4vCVz4pdnYY51zogbGpnuCWqhzTapump,2026-01-23 19:09:56.829517,33,86.99,,,,,,
328,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:09:57.428855,57,56.18,,,,,,
329,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:09:57.996244,32,85.87,,,,,,
330,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:09:58.645650,28,92.16,,,,,,
331,7qz9dRpacs9MV34aPQTCbnGZr8zKdA96u86BN1VPbonk,2026-01-23 19:09:59.274832,0,,,,,,,
332,4mPNcCy6xZXJmgQdWmUsKENdSUMpijco4ja9hfy5chud,2026-01-23 19:09:59.818765,46,28.85,,,,,,
333,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:10:53.216776,34,100.0,,,,,,
334,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:10:53.790584,57,56.18,,,,,,
335,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:10:54.386833,32,85.87,,,,,,
336,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:10:54.921745,29,92.16,,,,,,
337,7qz9dRpacs9MV34aPQTCbnGZr8zKdA96u86BN1VPbonk,2026-01-23 19:10:55.464317,0,,,,,,,
338,4mPNcCy6xZXJmgQdWmUsKENdSUMpijco4ja9hfy5chud,2026-01-23 19:10:56.656740,46,28.85,,,,,,
339,EwgceLnhAirhdsyJMgwzh2AGkJtG9nRqNmPMv5QRpump,2026-01-23 19:11:54.826322,44,50.65,,,,,,
340,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:11:55.433647,34,100.0,,,,,,
341,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:11:56.291067,56,61.84,,,,,,
342,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:11:57.302884,33,85.87,,,,,,
343,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:11:58.269365,29,90.02,,,,,,
344,4mPNcCy6xZXJmgQdWmUsKENdSUMpijco4ja9hfy5chud,2026-01-23 19:11:58.885066,46,28.85,,,,,,
345,EwgceLnhAirhdsyJMgwzh2AGkJtG9nRqNmPMv5QRpump,2026-01-23 19:12:57.841597,44,50.65,,,,,,
346,2uKZGdAbLoyyMiaFm8UU2atbGwpAFzpn13eEJwsypump,2026-01-23 19:12:58.731523,30,100.0,,,,,,
347,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:12:59.678348,34,100.0,,,,,,
348,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:13:00.487170,56,61.84,,,,,,
349,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:13:01.438446,33,85.87,,,,,,
350,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:13:02.416778,29,90.02,,,,,,
351,4mPNcCy6xZXJmgQdWmUsKENdSUMpijco4ja9hfy5chud,2026-01-23 19:13:03.190869,46,28.85,,,,,,
352,EwgceLnhAirhdsyJMgwzh2AGkJtG9nRqNmPMv5QRpump,2026-01-23 19:13:54.533124,46,50.65,,,,,,
353,2uKZGdAbLoyyMiaFm8UU2atbGwpAFzpn13eEJwsypump,2026-01-23 19:13:55.295758,32,100.0,,,,,,
354,GJnhSXxkE9CwSRDApmgTpQGtKRG9G6aH47wYycWmpump,2026-01-23 19:13:56.214003,47,63.9,,,,,,
355,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:13:56.881887,34,100.0,,,,,,
356,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:13:57.422161,56,61.84,,,,,,
357,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:13:58.424121,33,85.87,,,,,,
358,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:13:58.991790,29,90.02,,,,,,
359,4mPNcCy6xZXJmgQdWmUsKENdSUMpijco4ja9hfy5chud,2026-01-23 19:13:59.548595,46,28.85,,,,,,
360,EwgceLnhAirhdsyJMgwzh2AGkJtG9nRqNmPMv5QRpump,2026-01-23 19:14:51.418225,46,50.65,,,,,,
361,2uKZGdAbLoyyMiaFm8UU2atbGwpAFzpn13eEJwsypump,2026-01-23 19:14:52.381673,32,100.0,,,,,,
362,GJnhSXxkE9CwSRDApmgTpQGtKRG9G6aH47wYycWmpump,2026-01-23 19:14:52.924957,49,56.48,,,,,,
363,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:14:53.615734,34,100.0,,,,,,
364,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:14:54.283823,56,61.84,,,,,,
365,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:14:55.146215,33,82.62,,,,,,
366,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:14:56.107742,29,90.02,,,,,,
367,4mPNcCy6xZXJmgQdWmUsKENdSUMpijco4ja9hfy5chud,2026-01-23 19:14:56.932406,46,26.19,,,,,,
368,EwgceLnhAirhdsyJMgwzh2AGkJtG9nRqNmPMv5QRpump,2026-01-23 19:15:52.970564,46,50.65,,,,,,
369,2uKZGdAbLoyyMiaFm8UU2atbGwpAFzpn13eEJwsypump,2026-01-23 19:15:53.847329,32,100.0,,,,,,
370,GJnhSXxkE9CwSRDApmgTpQGtKRG9G6aH47wYycWmpump,2026-01-23 19:15:54.411978,49,56.48,,,,,,
371,5TU91eE2wB3myrezTaHmZcrWLojrdzNFxLn2xMjtpump,2026-01-23 19:15:55.695816,46,55.45,,,,,,
372,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:15:56.275306,34,100.0,,,,,,
373,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:15:56.950250,56,61.84,,,,,,
374,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:15:57.491176,33,82.62,,,,,,
375,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:15:58.013547,29,90.02,,,,,,
376,4mPNcCy6xZXJmgQdWmUsKENdSUMpijco4ja9hfy5chud,2026-01-23 19:15:58.590355,46,26.19,,,,,,
377,EwgceLnhAirhdsyJMgwzh2AGkJtG9nRqNmPMv5QRpump,2026-01-23 19:16:55.638005,47,44.76,,,,,,
378,2uKZGdAbLoyyMiaFm8UU2atbGwpAFzpn13eEJwsypump,2026-01-23 19:16:56.525151,33,100.0,,,,,,
379,GJnhSXxkE9CwSRDApmgTpQGtKRG9G6aH47wYycWmpump,2026-01-23 19:16:57.402324,50,56.48,,,,,,
380,5TU91eE2wB3myrezTaHmZcrWLojrdzNFxLn2xMjtpump,2026-01-23 19:16:58.267451,48,55.45,,,,,,
381,6U932RLNzovLyi5rFpc1K72yRCSb2dtwMcqXK2svpump,2026-01-23 19:16:58.832643,34,100.0,,,,,,
382,DTGFv7c22qq5sSWYpRV8HR1U947nM62kSNJrnxz4bapp,2026-01-23 19:16:59.643034,56,61.84,,,,,,
383,HXkGRMkB9VsXCrAVFAfV8QLKufr7d3xzGZcNCJ3npump,2026-01-23 19:17:00.463530,33,82.62,,,,,,
384,DSZJ4Jqboc2LPKyeEnjT4taHzfzLmLe6pkT9c7Fjpump,2026-01-23 19:17:01.286885,29,90.02,,,,,,
385,4mPNcCy6xZXJmgQdWmUsKENdSUMpijco4ja9hfy5chud,2026-01-23 19:17:02.221879,46,26.19,,,,,,
386,EwgceLnhAirhdsyJMgwzh2AGkJtG9nRqNmPMv5QRpump,2026-01-23 19:17:52.114740,48,44.76,,,,,,
