Wallet,UMAP_X,UMAP_Y,UMAP_Z
8kYZGAd32ZUSzij4LPUx6mGstuViVGorDo45d8xXxbgM,4.374772,-3.0537179,7.5112734
7AYQAbMpdyyMPEd6EXvpvoUonsr3GZsiH2eB46obNdxB,4.002639,-2.1650398,7.6226506
gZhYnr78MiB57nSF9YCU8C21LKLjTFS81MXxF1o585b,2.8263376,-2.989047,7.393146
BGzNaHyAX32wL8Vecd2uS2PaX8f45QUof6Si7pvJx1dj,4.124332,-3.1902435,6.97863
Bmr5b11QTXQt8tHVGmqQTh3Zepd2DWExxvY6BodpoFBU,3.4292176,-3.1416368,6.9712677
6AXS9u7aqTNQYftEKxcMJyt3FSw7K7Moag2GciYpP7ZJ,4.023956,-2.887742,6.9628515
4voPAJdQMytzTi1VBaMMSFcPX7XiEHLW77fgwzqz4eVP,3.0162904,-3.31377,7.285832
8Z17guSvpK1XTEWp4wHwHWFY7cqJQxNstquC62tEUr8D,3.0419,-2.866764,7.0254045
2QM64mvaehm5AnSMCnos8TYEfrpkPRDm8kTwZUrHRbCh,3.5588126,-3.1122096,7.7151804
4iZw1RAzKdeZ2H85X5VrhxWb4j7n69HUnXq6MyUFdM4G,3.5981262,-2.7596786,6.38336
Hk6VMMKdW2Y4En3yCLgN1nyRAbv4aD6y78SzZM87aFvy,3.5418909,-3.2700672,7.1415606
9YQuk51R5BDQQHQbwTkdaEvZkWSShEVKNKEeCVmNWrZD,3.843373,-2.9840126,6.831475
CkwM8Zyn9UTkvu3wjxuhCfXZ2BxF2JU1fJ5b2WuXAqPC,3.9827247,-2.9502983,7.061062
CqH8Svv194aokRSrWyTXuky2YHzAtnkJHvHWnRjY1hhG,3.945294,-3.0669487,7.327187
C1VLLD1zZiytBuFtFJ6nxR5zV8SohJojuhX5sRSzQ573,4.0127144,-3.346433,7.2298517
FRx9XghShVze1tkbHS5fgC9qGGfaTagqCsBkPtREFK9h,4.0348167,-2.2675803,7.561988
75xmzgWoZX6x7LCf6w15utxshZcsaTwSWCfu7RisJxUv,3.3289282,-2.7483382,7.8519397
CWLrumXKMFpHNxvmVZ8qi1msAfe3Ewf8VqXRXpaQrLoK,4.151683,-2.891259,7.028593
6n6tmgkPDrwwSeExH6Musa3pt2xdqwMEiHg4JfppKQYx,4.3837023,-2.6464143,7.185218
HRSBByLx4LRtax9KmEzQuG8Ws5asUeUiycsZwyJCBR6g,3.9811008,-2.646433,7.6631618
3ByBDzDTZ8HZ6kTfQyFdVRdAxpoojKyWYw8abbAY3dde,3.168659,-3.0226958,7.588789
Dd2v8vRf5sajz9LYUDYTfYdsSP2hV44wE8h1PXurzVqU,3.817581,-2.011266,7.816024
8UHzMzYtHxHL9nL3d8WHUzrAv9FruVLN8kAcxJPSBiAE,3.696262,-2.9020283,6.607503
H17NE4J6cXGATnuef8hTcPY4Qdud5XWpHwAsnc5xeU9b,4.3191013,-2.9506717,7.3531346
4FzBSYWh71GYFoKJxwGLcdrvpJMnF7qpKPiiz6dmgx2R,3.5688455,-2.721063,6.951494
Gv1S3By8zgpi4vhZDzvV49vE9QqYeGzqcsH8Y65HFVJc,3.5678098,-2.713708,6.181893
F1GMrNmkrSUKqpFeFUqsLC7DSpQ2bu4aEJ7TjC8eAmnb,4.353703,-3.133379,7.6525393
DRVpHoBCWMEC5Nmw2xtxWRBXpy2upqysm12KtXHtMWM4,3.2412307,-3.26963,7.4576545
HtgiQ8cQYBoZXNdQn49DhoyjwB5afmYe7ufz5JsPjGFs,3.7200944,-2.337563,7.7527595
9JqiFFsuFy12f3rR68X7tZatk2YeDsF43PbTbyVvUNyw,3.8412173,-2.7063916,7.78769
BRSYnLH6ghATCAu21RXK3DygUCfRzNFjn6LbStexDftV,3.7399716,-2.8291671,7.8809514
7PGFv8mbuv5EvyPhScKHxZffi4MQjpDVtHo2GjG8mhfm,3.3764668,-2.7372692,7.5981507
6mkDHjK7rRRXNfqhvy2zp5wqUKrKQ5svxYGAdq5bMdTh,3.33274,-2.5959737,6.2259717
CaXMPDR62EVMwSv6QcWF5H4QF7PEoNxfLG3gpjXexe12,3.945415,-2.1710398,7.5532417
61n19WDpbTfRVGohLuJ1Fs9h31M3hB9zHekbEzxbWB8Q,2.8769686,-2.7633455,7.4261446
EdYbUrwsndNeQvGVhDHX8sW1hgzVnhGahQAWphxe9dvB,3.5786788,-3.1063476,6.89878
CaXmkWQySiXfjhqYABLGcPViCo6tuRVyDVu8CGXUhkN4,3.2995572,-2.4961941,6.0263305
5LbnLcvvi12rBhwKpt9Q9bPqmcJDtSnVSRK4qtMz3u22,4.5402274,-3.2407134,7.3722663
Bzd31CYrdvC1eBFakcQC9Hw1fKB7s9yPLh6iQqoiwViD,3.5733263,-3.170592,7.072412
4niQkM5QYDFyifzq3phk6cjGatpPMgAGN6uvSnSubB1s,3.2810574,-2.9493947,7.5437436
B7VAAxwUd8qiQLRG5GegaXniY8mHTG1FY8P166Frn3AH,3.5736206,-3.0654898,7.2146688
BoHpCBBoU3wjweMbVZkSUCLHDu85ix6PkPsjTzpknJ4W,3.0819879,-3.2031898,7.046316
HD6iMLFZRa4Zka7cGakbda7zpB9o197Geaa9BUpvuHkv,4.559135,-3.2257144,7.112892
ofzWUhWkPke9rqpsUoQX4X7Dn6bJjUrYoYeXH7cmXQZ,4.0741744,-2.2278368,6.524587
D2yk7eTyWZRuEjbjBQ99SKuLA1VSxMpiVRx789HJpDNV,3.6053495,-3.0253906,6.868367
ANxF7RqAYysLLjjavpfLRVKc1W5xsKCJnRDZFmCGFt17,3.5279715,-3.573574,6.988372
38Mgk3YKRFP5RFSVsWMkKqs2JxGXknFgWPWfvLgrukCx,3.71631,-2.6101875,6.7825828
4zab6f91JcQ7MRUQGMij6dyj63rBjYGqwCGdHtZ8NbkJ,3.3663251,-3.2279181,7.3032823
CzhwVe6m8JUYDp1URVQNnmQvQFGpAw2q3PMZiC6Hk44S,3.4517431,-2.164103,7.6799073
3PVJP5DkKLiAdMuTUTffvMzQz9rk4wgAscxJLdi5iQEj,3.320127,-2.442523,6.184139
Bx4B2zABmXdStW2drcbVGoZ78pxTTa8AyLsewxxU5pMb,4.126084,-3.571342,6.7677956
2mt76jrSn6v3sLBZ6GVY8f3Rq7kt6GB4J7owaWRSjTsC,3.875575,-3.057777,6.7512736
BkCrebvED4a3rWuFC86iSQYXAjEowo2mCdsULaXgYyf9,3.6795497,-3.4443247,7.501653
io13K62mzd5nDuGMLxdGjTsgHUMP5Leat4PMAkWqvDa,4.257253,-2.4909666,6.4135537
hgUEquSdCnF3ha7rSE5Y3qcwgETWGCfu3xzPpKAgA7Y,3.8156211,-3.498101,7.5127683
75QgaYBKj1xae8YH2XTuNtY8wgfrvHoMd9y8HQ13LXSC,3.637295,-1.9744874,7.6741276
AmaokaPAVXw4gfcYhrVL8W94vhYNvYB8eqVEYuUrAMJz,3.0547497,-3.12004,6.8271875
GcBYHEQkRCqK6LRikQDXQudjyfxyGsxdLehSBeSzSCWX,3.1464965,-2.8844066,6.4763994
EB6hm52CVEnYodysMrS2PtFk4z1jysTZ1LSykqSNdNgk,4.0197906,-3.443422,6.94556
BBzdmYvB5oidu1PAaR6E8dnVSWLprePDfG1q8TRYCgnC,3.9469004,-3.6202357,6.808809
GEDypPMDijyZT7x1uDe7RdSKK4gudRHRLi4DSNigG6yE,3.999362,-3.285656,6.9797683
BERipQf1u9M6fdnMDd8GBKE3mFgdvP3Zvf4eR2JhVEpc,3.880128,-2.4661832,7.7195063
EYgGSepTC1ed7N9F864HzYucKcAbNsWgLX8vVBLpBGvk,3.341877,-2.719265,6.2407503
DY52ZhEzL8DpbhGtkKpaYmPm3eSUKbRQZKrZo5dMF9ng,3.4657218,-2.7552905,7.7506247
B87rkfDk7bCwKPdShRc6Qwaa9uCa4UMuVDj8gEyCsVWd,4.184695,-2.3359077,6.243698
7osFEkFUcpG9yCbNxycR1qayeUpEKgyFHCnjuoYf8VQG,3.7889063,-2.5527942,6.699818
CcnX4yUHiPLbsJJHVEX2aLVbxfwUfvSBnwhz848nAomo,3.3525121,-3.052974,7.7345104
5B52w1ZW9tuwUduueP5J7HXz5AcGfruGoX6YoAudvyxG,4.527532,-3.1799588,7.267422
CCcpgtDURitWU8smgnbxLaH9Ze1WApjfsuU4vQmKLMPo,3.8878443,-2.7246025,7.0016613
9LH63DQdAtZJo3bNj2C9fust2bhokj6Q6Cr3aYM3SDht,2.9306543,-3.1752522,7.1532283
BXZMxv1E4btXmySVVGdLXcwit5Zg6HnsRLaGteeRbeDB,3.4221234,-2.9707353,7.6455336
9GoHsiFZ6Ar7mJkanV6waeQ31j9FTPsmKnN4EVLLPow9,4.123895,-3.5455742,6.653697
CYLDaoH2tD3UCVqY69rogKTnuuDHKpFjc6DmkFNVMWg2,2.8689585,-2.9886122,7.163042
4buCUkz3bMHC1cqXnosTTrSzTppVMAUg48MR5aiR1Vq6,3.57878,-3.1300776,7.1223307
6Zb8Ub6Sk4LeHD4SHdzBcLgPo4awNKDGxA6b9fHUJc8N,3.770157,-3.5594661,7.375025
G99374sQ9SiTVthLxgzKnyYvNTe6qNo9yAZV6Ua1qSHN,3.7736504,-2.466743,7.926302
9gCU3Pvvykwubej34rpgYvEQK3hqd6EuLkV8fjjVPe8H,4.2525616,-3.2367306,7.280471
5xAYq5tSjpfFgjNrJvYcAfMZLeCac1GZFV4woDgSTyjb,3.5898466,-2.3856418,6.159724
AzRur9YXQXKUmPAMa7rUU3ZH3xzcVEDCPe92NKHJRRp6,3.0661051,-2.600568,7.2812967
F1iymgk2bCQ9s67a3ZGk77AyZidWppNsVtsJWwFqcKW5,3.7349155,-3.2531593,6.715605
HUebLDwVR6z9CfUqXHy7GZjXnAP5nqPV4b4AZaA3euHJ,3.4768922,-3.504203,7.250793
8ecnk2Fb7ZB5qFYciKw2KymFRWg5XaKzaq6AbUfgdJVu,3.06676,-2.6571991,7.529269
BgpzQvBJbfqYpfT9AZjqmStFY47QC6wPFTLFbi2nWwPU,2.8088982,-2.7980711,7.5419807
82M9shoLFbkptLcC3GQvf9H45HwPUhQGnXj5Wf6xoQaD,4.2634215,-2.1452458,7.3627796
Gdqftx12Jm5162YeaCy86QkSp9Yqen8ixVtR1f1ipitR,3.2942498,-2.6281319,6.0548635
EKSaWx9eVthCkYp5NSdh4RvUEE6sh6X4FQg185zMj1ZE,4.05122,-2.0495238,7.325299
DJ4tzBtJDdfWkE112WHxpaYoCaNJvrEkCciRZB5fMfhq,3.7596762,-2.491206,7.613691
CBqKfj25ywfJNgfMoMeLsVpZMfehbJadufxy68x9X4Ja,3.2609582,-2.9988577,7.5878944
BxTLJC2tsko47kkrbgP9ZK9rz9VHVLkNVRBbWcEVDoTg,3.3938162,-3.1172493,7.654494
94PKGU9zM56xTdykTWKVaGo8yh5vYBvxCYvSzZp8tpH6,4.493166,-3.365233,7.471168
U2Ruudpv8PwSS5osNRgo24iV7SCLMKPcE31DdiisjK7,3.715906,-2.0571418,7.1824102
HKh4JqCvmn3nzHhDNiU2KsuixjfxiQdpsrr7ENdfu9ib,3.5725365,-1.9946215,7.7787013
ATzwFuKgzLFG4SWJLUD5wLFrcT6gXNYhL8gePxy1aVdb,3.9270482,-2.6998844,6.8625984
9DKEySzWsQYZWvn1i82sAgBc1TDjEdfRSjzWmoybv2Jf,3.513171,-2.4526482,6.5768332
ERha3PHRdGnnKgYJBun5hSzWpa2Jsn3MRch7oz39aevk,3.743044,-3.366012,7.3281617
8a14w99YrFgZmzNougyhNAJXbRdsKPk1NsPBx4nsrpQd,3.2431664,-3.2745,7.4290686
F8CJUpytj7rGqtGM4irsPjWYV73oYuUNNX65Vm955X5c,3.6418417,-3.0965316,6.739115
8q88cFa3zFaAnb55zXydnjeuEYTPuS6jsYgtVeoNKPGX,3.7532258,-3.219658,6.946573
EwYSJJbHcy6LECpWwiX4Hkk5YMouK148NzvocFU6yKCw,4.402725,-3.1706984,7.6683116
4xm982cSuW4vFw4o35pq6An6YD3mBhD6UhTPDHLWoW1J,4.158314,-2.4253297,6.203395
FAuB9qGVoXiPXJTwVXM2Gra5oxuTmo4XrcRyS1AxRdVM,3.7706246,-3.0635085,7.1046124
7hgJ7Cphb439QA9nohkm2xSQitERCAViNd7nPfBg76nG,3.4304464,-3.1183488,6.9041643
7iKEDeZK7gN3hXDBnaemKeiuXBGPjQwGx1Ecfih9HaHx,3.4788125,-3.1639662,7.724306
HMNnr8Ssf7725GWcYHhSMNENhHmDSF8f8JaBSXJgjnnQ,3.3192043,-2.530953,6.1699996
7TWDfEnzX8rziqZ4C8hngWujpvGZZPmkhzimukiqopGL,3.9110227,-2.8600574,7.5293226
BajtbqEpGPqUiZjKj7nTEUaoaeJF7LgxMgYGXLGxQzgp,3.4420044,-3.5324981,7.063963
45ZVR5UK1a6wNuoPsvTvAser1d2pDMeU2DT7j4VdMtV9,2.9264698,-3.043286,7.150129
6eWNhY5x5EvZQDY7MKp1YNk9VeunkeDDVuAzAvETJXH2,3.2107208,-3.3595319,7.1823025
CK3E5GGF7qWtcW9SXEqrk8ES87C6GMDUhuSPhnBCxjYQ,3.3107443,-2.7407653,7.5833507
BdvDWKm3T4hY9ubrBboAt6VtVAhff97Hu9ybao2v4xdd,3.9793324,-2.3471076,7.665048
2arSyiFwMKTr3GEKhWUVS6Xtopd22emh9Vxjiddn4t7i,3.9374888,-2.2091022,6.736388
8ZTAJo4b6tN3LvMyWGCw2nBmbT5ZpPQznYYzu5zs5do,3.883075,-3.4643922,7.557814
HfNrGQhpRX5X8HuN2TrnfzYWARC4LmntTvVFnCyhrEwE,4.3294225,-2.4941454,7.902218
E3d8HjeZzJCPg6gv421LpaWaLxBrXVqFQeG1y6b2r6zZ,3.847434,-2.2569592,7.403734
B2XpZwjpiuveKDqyL2DNoCz4R98ikW7fZcg6kp9csPii,4.310006,-3.285141,7.395548
7U45CxBJkpMJ4iE3JeXSgW6GxCJ4BC5MSUCGYLXmzmcS,3.3514037,-3.1542368,6.8754935
Ex1ExF8VUQkJY4Fx6NYoUB2UgpT6Uubt9caYt2dULYrT,3.5560722,-3.1949816,6.6633153
31g6mhXaUqDdz7Q6Z5q5fduetp65LbnWrbyi6tY6t7aG,2.8004003,-2.9877646,7.3583894
AeQm5yhPEYqcgt6AWp5QxCUPiV6dn7BeyxDHYNx3cRw2,3.8620377,-2.0216436,7.686305
63bcZao1G8tA4YDcHLTKem8Cw4zFsCHQRgtsi8J1iYqs,4.451957,-2.9549005,7.1289635
HZhHtrUt8xabXsqFLfhyq9oizRVrm37VvpoeuEtQRbWZ,4.118731,-3.3677006,7.010586
3nDU8CfxKfbniC3PLQh6SQXYQ3S5Aktwhfu7EczCHzJS,4.126704,-3.581203,6.893864
CmCXzjCtuGZnNDCTuv4ejH6GCgkpAG84cYuJKdPCTmeJ,3.6436086,-2.3387785,7.43412
75WdiaPf5Qx8QCrFbFU56B2AApNNXmQNkEAY3NxkdTaD,4.366323,-2.5156448,7.923933
4BdLQSXeUzPweQfhzDTdKDWLyMWcfCtTkUcWhSseSq1f,3.5550454,-1.9613154,7.4662724
BhiM8PiiBveFZazkatAZsj2TvHSnXD19NsiZfGzx2fXE,3.4716222,-2.4906406,7.00424
9iJkM1BTbGkaq9JYLKDFgJuWvd4zUsnggRaUBCEDGWfN,4.5240445,-2.6470137,7.3857327
8bCsnaaQrDkLiQrYGNAamGCbQK962duWFf87QNkk4LH8,2.8997004,-2.9889114,7.3123593
2sUSHh4MtvEAm6bAXK6WYx3TY2TXa5W6G7om9kwB3ytx,3.9127283,-2.0406175,7.7009435
8Q3EQyfzbyMH6y7s6Tn3bqZe7GC6JakC9HzuNbCyGFwV,3.4569974,-2.2893558,7.5768323
7Vyk4ahMawAEcdQ1FkynTp8VFVdLtC2ntkx4dF9F5waJ,2.9697096,-3.325538,7.295166
2fvL99xkcK2daZN782AtJ3VpzP5skeAuc1f5hynHd7Rv,3.8053427,-3.0406535,7.230627
2pD7mjCmtPuwWkwNDmPhqrtpN9NYXNr1Q2Ra4kTjcfc3,4.3629527,-3.091373,7.6306496
B2em11sNciu2ZTUnfnmRzTBhNt3uczjkV1bZ1GhFjYuo,4.2019486,-2.445918,6.297691
ALtyzPwQx2F6xeABPhhzEMpBtF7EgaTFhXYt4ZTFJ8K2,3.2392719,-3.3778212,7.2455883
rSUpk6eTFsaof6bPczuxfuggDvzUFxeFPoxwTcQuH8E,3.1690881,-3.4354072,7.3826246
D2h8KUojoqBTtnCmQCf2LyNzzTDqjdPDykUbJ2CsPq4g,4.134484,-2.2659109,7.544124
5mBFDY67bbubrfYSgGNR28SSKaEs87dR694fLbAVQDq3,3.293007,-2.7276516,6.031669
7wK6FxWD87jtj6eincMqWzdaotTHmJo5v97tL8vt145Q,4.201059,-3.0114105,6.9645233
Gd6gPvUrefbSAJwff5tFN4v5yoYuV26BuiV39g22rwaQ,3.7450798,-1.9390116,7.6970506
HwLGmRRDzxMu9RExNfpjuKHn3LuQe3FikBx1pVxVeKMu,-1.9621716,1.6971478,13.845023
3GqwLagqv3s67sF31DmR7j3T1KUMybN52FGD19ihEk6G,3.7812865,-2.4578233,7.5308237
AaerRyQSrLuJKaFi2h63oyp3F1Hf2zZpvqMGAQD7641s,3.8195648,-1.91847,7.763035
8DumGet37G2fyE5qbeoU8jMHrdAsEvQBJhqangyEYN2N,4.021825,-3.587032,7.5748234
2Dhwq9Tcxg2KKRwp58YgxpPb6T7a2g9yLVhBNoaeNWAM,3.7427113,-1.9263219,7.671267
A8vZi8E2ecbtXxY6eGyC2dUhWFYUeduVCN5dgUZupLb9,4.1347594,-2.423645,6.52002
EsDb1H2h7EmfzMxZwb4unL2X36ubEqk1nHo39xEmaVZZ,3.2731183,-3.5024445,7.2238054
3dtWCKzLhvq9T1v2wXAf142gTstwzQZGW6dB9qTh4GGZ,3.7609253,-1.9446354,7.700515
CBfEppjwXLvNuQ4ThL3C3nGEmEYYWJkjQfG8QL5wL9Ev,-2.0164766,1.4870889,13.292334
FBjWBCp2v7ufshp4hKSCoM7cJcHkeDNhbggDZk74DyCW,3.5576918,-3.6322758,7.3198895
BEtD2Fqpm6t4hSCe4hLXrmowPxkNaXPw2rmsejzz8AsD,4.24972,-2.7409291,6.9683304
vDcmhzPu3zA1Ghm4yQgxUQfofEztypGFU5c51cri7XG,4.1067886,-2.9730136,7.198528
277HGAJ5ZDn5YKWKj7v1ZR2565Tfj5unm8FQ69A7Xazc,3.5355983,-1.9557209,7.3992367
6qYj28ZPEGDdNwTjGs4NqYzazQNbmZYNVPAo5f3zixp1,3.529968,-2.6783605,7.1312404
G2Zy9xZtEZe9Fj2q6ur69hKMWxwipNktaJo124ZgrP6C,3.9869456,-2.4707139,6.982865
EGNi95veKocj7EYHqGGgmdKT5gCTLhtixHcvRH1D5eYA,3.4690526,-3.0040517,7.227924
ERYgAJ86umHaGLyiMy1rt3e4rw1V9Q63badNx8h4vSmr,3.6123173,-3.595092,7.40513
FXm6aE6S1PPUX8uYwrEokCt6gSxJUynLC1jWcyMs9FLP,3.8347502,-3.136918,7.108234
3uBy2srqsuNR7PCe3XWKU1wtbSP3UoyNZBpL93gie9g8,3.9299295,-2.6446261,6.3966646
CyQM3aZEKsykDCsea6TQMTC5FHsRfRw4D1xuTkqi2RKr,3.7119823,-3.6213722,7.032039
HwGCvA9bHoP5Umfh4X9vQxJyqjtxQKUGmgJkEFQgYWeU,3.7926528,-3.7251863,7.1175733
EkTzB8sje5Q2xT2wASxDayAXqjo3UkCvsBKrxs1YG9Jb,3.7949774,-2.3907661,7.762077
58c3JLm8U5mTiZKCpYhXJGW4BdDKmdZpAxgy7tkwyX2s,3.6087506,-2.5980291,6.204295
324CkxxSyJHyb9rhi9fjJ3qQVweDL1Lgaw3C12jcdJFg,4.10741,-2.3627787,6.31602
8z1fagiso7h54MWBtaFPVapYvn8SCrxC5J588CiWg4Tu,3.711538,-2.5856302,7.9539843
CG3d4k4iS3APsA88pTwHRLvPz25tkwhyrAMFXmt9P46a,3.3918693,-2.4570537,6.11256
5A58XZXLkoAcL9QfA4dEdfEENWS5zxAkRtDE36pxiWAy,-1.9552112,1.7432883,13.7541685
B8e2TCcZTzmDvg3jzPkjqQ4sZ6kTV1BZ2kyuNLsbwWUM,4.1068425,-2.288463,6.338164
F9roKGFCGsD1MVnUVW1feqpdAjS1xJutNcU1YJDrxYvx,4.158339,-2.9857495,7.178771
DZrWYTJmML4wvTwVisSM61S3CENnuHDs55h9Uwf44jWK,4.0405827,-3.4787357,6.7039175
54VUVEgUA6xBMXDviVotgDGry9zAVxCKvU999EVghpHd,3.401189,-2.0432694,6.707928
7C5PHGd8YMoDndQL6DUfipZKJms3U8HjsNdBXnLGkquQ,3.4582303,-2.5248256,6.243635
8DSpMvvKK4WymtPAxx8LhCctTPWHw9sixoN4xbhWcY27,3.4508607,-1.9903022,6.7880073
p794DTqax9yNct9QocttXj13e5F7hXTt3Zd7XM3rA92,3.628422,-3.688792,6.8773494
9tEm88Snrp1NhiLZfZNvSMPEx82XDUhKYqREwbPYzWJ9,-1.895364,1.5676678,13.670139
4LmkoH1RaRRsBaM93MnT89c8W2znfbg1AFSXm4iZoovi,3.7264614,-3.191027,6.856499
6ePQUm3wqXbdBfahPn9uFeJBihfJRZLEVkBi5YLNuFr8,3.9335866,-3.6802895,6.797839
7hqHUEQx2aUr4niu7k1pn3GoohVvrEJdFKhDpLp9tPxD,4.2560525,-3.5402071,7.6052117
6aVwkgQwiCMBedtZRLFe9eWCPPiRRrTnPGGRKTsvj1hU,-1.6216494,1.3602167,13.287862
ApwKXCJgNdTUnWNJ6fPTRvUkD2H3DECaRD2kZjt7e3Kh,3.7262423,-3.110402,7.000824
5k8wJZJTVeTZX5VtiSwen3k4udKzT5zpw1ur6dRV6jPd,3.2400265,-3.1564534,6.716989
DduP4rZjQKVVH83vdriqYzdYQgUDfsZCMqBc3ZBEwdyM,3.3981888,-2.474249,5.925369
F37VYX6E5E7JKZWyLqYgFm9twGzc7HnJxbmnSN1PTL8f,3.589377,-2.87354,7.1664224
9Wfx16SpZmEF31M8vCdQnqD3nADxJrZEMjLgqcBfnQEU,-2.17228,1.2771397,13.522722
EacAY8ZXqrHPUsSS3qmMK9o4QnkC4DumJ1WNZrr3KsV2,4.232382,-2.8028195,7.8019385
7SHtMMHAufEGuXjuYQjm46Bj1A6YF5o2JXvQyo792jLT,3.5531642,-2.8250346,8.009914
H6DgXL2Xd3vpGvCTncDQ4ANNWyvnVxPPqLfswDmpmkMP,3.562678,-2.463464,7.6715703
69atvwtbaDQgnNRgNHf49tLz8hqns161gxsxof9gARxK,-2.0077953,1.9486555,13.891241
k2NF2URQ3eXjFwiiCrQqhSAP6DjeKzeQvMFmz29uxbG,4.087342,-2.6739922,6.898072
5iVCyuZhkid7P9moYdDokFNYHAAFs8iWWf8ZMFj52xDn,3.6801922,-2.417651,7.719958
DY76PMuoFLTs5ymbzZgPmYeN8Hj998SmhNkWq7p4dRGQ,3.990577,-3.199415,7.2645774
AK2VLCyTo46GCXBhk3txX3FuH1Jt4eYogYBdPS9zmgcH,3.5507812,-2.0082011,7.660897
C5ZCbb54z1hURrUSTVFs8SuSz81SndCfL4f7k1q9bd4M,4.21321,-2.9699774,7.5630364
392BYZr5zfRWbsx2tQgmy5nt728occ7EEjteyDGKhB9e,4.552224,-2.6437979,7.2699294
Fqj7x1e6eYG1RPxBn9EaimfQMWRhMRZN8eBnSHHChGHB,3.3019662,-2.4726748,6.1583037
57jABUoJuSqAFxu8z3thZ5qGpVkBEZeHZeYMDzL9i8FA,3.6986241,-1.9559406,7.7052975
5xSpia42o22nnSvkEdVb1piLVRcJq3AMatpLnRjZ74Fz,3.2867234,-3.2573273,7.130407
9vXTyTKExx7833PxaySQVhFJZXKQA4uS5y2qtkAZU5rx,4.088626,-2.8362772,6.684126
4TKFh2TJwWWaiqSCk5wi1koq1FagYxQk5kTUjM5dFDCZ,3.3573303,-2.087816,6.67289
yq3tPwPnYsjmPzwqtKcnaTtwzNyNy4QvG4gcZ1yiY7E,3.488182,-2.064432,7.745636
6yHQJzV8zWgtx4CMfnQSe1DwE3tmhjBKPioKTXAUuktA,4.151983,-2.1727223,6.957684
8nSfzkukQWV3h2bne5mAH66RcuSMfYuThZMucnZA9Egt,3.8763378,-3.3047647,7.4234962
8GovCpQxYBQk2ScFvjropXXiPuVuF7NMM5bskjUQqjmJ,3.867918,-3.015586,7.6317854
J5NJTdNh6ZeGhugRCAeAVEDJbtxHCgX5uJzgynU8SRkv,4.1105514,-2.5786717,7.0699577
3E6KU83Dy9PAnwgmFg8D8C3HhwS7nKSkaAmXyQHj7WvH,4.046618,-2.0216846,7.5240006
5Xnh27iCtttv72wwC9U4RsjAx6NodUib6agANva34GJZ,-2.269161,1.0491661,13.668826
8DQNxuvZEgRfx7wQhGswLWDPbi6PyJ6seoNsPQPq1q5z,3.615893,-3.1087964,7.8062663
5B5abnLnY4SWft7w1Ahm9Yeaurr9zcMT25CzjWHwfCes,3.4657257,-3.0960972,7.06851
2UaFr6X5PUayVM8VwJ7keu6nvBDvZxsVsbtBrp1wo6dy,-2.1728716,1.3045529,13.595475
eggAms1wnk5z6eSKwjYnGJ6zoNdPrQFHaCpFYFYtc3L,3.153935,-3.071782,7.3411293
9iSRn3J3J5EUbH3mvkDLPeLhZCKPuFJzVSaD6WQGcSDw,4.3642006,-3.3716855,7.573069
GNzZoA1uVwsEWnDkqYCf1s1mH2DUYFLbn3xhsnoxbYeN,4.193209,-2.6501462,6.603616
3D1NrXFyMTf9q2yWDULadJGiMm45NGDZTUR5mTAbtUDD,4.0156994,-3.103927,7.4835258
D2cmYoY28DhmutVhCmPv7mVv9ft9owq65ftC3WDiMEKQ,3.4323168,-3.0228288,6.61481
EwTewBxdjea5VrPDiNzxUz4R6CQH57WMZnHMG96FH84Q,3.5233197,-3.2181175,6.8025265
Eg5e3ALxCFmuB9cwouVVF2ZGkBgKBHegxoMi4QfRoJmd,4.2331696,-2.3090553,7.580717
ByY7w9yFapx6tZyfEZrPad1GBtYQdSYAk48TLWsvm1R8,4.059235,-2.2823062,7.4287314
AKPe4n5BRQNR5v6ahRDjyFdszjZ3jBq6ruiFexUn3meE,3.8638434,-2.640107,6.3983035
GgzZNynkMQSN5Gd2zcEF1hdAAaBThSR6L1BaZiGoGZ5N,3.8144841,-2.1751704,7.189969
ADenyHyprJTiQ8UDtiWkM17oiAAoUtGn2nnuz8faifpm,3.5691967,-2.7309937,6.2240334
3XYr8Rv4WDUaCEYtLByd2qDwNnTBqqdKsbjQGASHuAyQ,3.7536876,-3.4307017,7.7053905
qErX2fypgWMohJAwTrvvEHPtDojnpLLxZrNLgWhpVNw,2.9109938,-2.7248294,7.5022216
6vNqko438e7YAE2pkTFC8jRkAaUHLRxZJtoZbkhDvqcN,3.7906222,-3.1013255,7.0390863
8A3Mg5Y1wabxQ9giMvALbnSAbQSh9ZoJL4LAowhxUWrS,3.3656337,-2.509961,5.9101353
3spxxgdtFyrJS7ZVk1Yy4RaRkbQwsvyJ4qpUnJhdheoN,2.9547794,-2.637888,7.483476
5hMzD81EbgN5WoSBiRiWGWJDTYH61SHSer7EounHsi5Q,3.9740763,-3.5005364,6.7183137
6zeAKJ6CeMVDzp9L2iTnHRdfP8tsE1kiy52vmur82WQW,1.2056078,-5.7549872,12.580753
F2s3KNrdEn2SNEmnfCAJKHEbB8N1jJo2kwYBU7re2Rvu,1.2634224,-5.706595,12.543878
D2Wv1tTcU878nD9e5RFRDvqgAfppKQUzVqeM6KGi2Svh,-1.3309029,-3.3586674,1.9727315
G97jzWVmaT8o2f14rFWtrJDtQGg8D62wKv2dBdhrZksV,-1.3203522,-3.362681,1.9673661
